분류,유저,챗봇
용어,법정평가,"법정평가
특별히 법에 정한 규정에 따라 부동산을 평가하는 것을 법정평가라 한다. 토지, 건물의 과세평가, 토지 보상평가 등이 있으며, 법정평가로 평가한 가격을 법정가격(statutory value)이라 한다. 법정가격은 정상가격과 괴리 될 개연성이 있다. 즉, 시장에서 거래 당사자 간에 성립하는 가격과 다르고, 감정평가사가 시장가격이나 정상가격 개념을 채용하여 평가하는 가격과 다르다.왜냐하면 법정평가는 일반 평가와 달리 법이나 제 규정에 정해 놓은 여러 가지 기법이나 계수를 사용하여 산정하므로 평가주체의 판단여지를 제한한다. 여러 사람을 대상으로 일시적으로 평가해야 하는 속성과 공평의 원칙에 따라 개개인의 개별성은 어느 정도 무시해야 하는 객관성 때문이다. 그러나 정상가격과 언제나 크게 차이가 나는 것은 아니다."
용어,해외도시개발지원센터,"해외도시개발지원센터
해외도시 수출 지원을 위해 해외건설촉진법에 따라 설치(2012.10)하여 한국토지주택공사(LH)에 위탁 · 운영 중인 기구이다. 이 기구는 볼리비아 산타크루즈시 신도시 개발사업 실시설계 용역을 선진-평화엔지니어링 컨소시엄이 2016년 3월 수주했다.볼리비아 산타크루즈 신도시 사업은 볼리비아 경제수도인 산타크루즈 인근에 약 58km2(분당신도시의 3배) 규모의 신도시를 조성하는 프로젝트로서 43만명(12만호) 도시 규모로 개발된다. 총 실시설계 용역 금액은 미화 1,310만 달러 (한화 155억원)이며, 이 중 우리 기업 지분은 960만 달러(한화 115억원)로 향후 2년에 걸쳐 도로, 상하수도, 전기, 통신, 고가차도 등을 포함한 신도시 실시설계가 수행될 예정이다.이번 신도시 사업은 볼리비아에서 건설되는 첫 번째 대규모 신도시이면서, 국토부의 지원으로 기본구상 단계부터 기본계획, 실시설계 등을 모두 우리 엔지니어링 기업이 수주하는 쾌거를 거두었다는 점에서 의미 있는 도시 수출 사례로 평가할 수 있다.2018.4.25. 해외건설 촉진법이 개정시행되어 한국해외인프라 · 도시개발지원공사가 설립되면서 해외도시개발지원센터는 폐지되었다."
용어,가거간꾼,"가거간꾼
집 흥정 붙이는 일을 업으로 삼던 사람을 말한다. 집 주름이라고도 하였다. 고려 때부터 생겼다. 이것이 복덕방, 공인중개사로 발전된 것이다."
용어,사적부동산활동,"사적부동산활동
부동산 활동은 주체에 따라 사적 부동산활동과 공적부동산활동으로 구분 할 수 있는데, 그 중 하나를 말한다. 이것은 개인이 여러 가지 목적상 하는 부동산 활동으로 토지와 건물을 자용(自用)하기 위하여 혹은 사업용으로 하기 위하여 부동산활동을 전개한다. 자본주의 경제체제의 근간의 되는 경제활동은 토지와 건물을 기초로 하기 때문이다.사적 부동산활동의 목표는 자산가치의 증대 또는 자용에 따른 유용성(有用性) 확보에 있다. 즉 사적 이익을 추구하는 부동산 행위라 할 수 있다. 이 행위는 국가가 지정한 용도지역, 사용, 수익, 처분 등의 규제대책 등과 갈등관계를 일으킨다."
용어,거래시점,"거래시점
부동산 거래계약을 체결하여 거래가 이루어진 때를 말한다. 부동산 가격은 거래 후 바로 파괴되는데, 이것은 세금, 중개수수료 등 거래비용과 매수자가 차입한 금액의 이자 등 금융비용 등이 발생하기 때문이다. 그래서 이 거래시점과 평가시점과 간에는 시간차이가 있게 되고, 가격은 변동이 필연적이어서 거래시점과 평가시점을 구분하여 이용한다. 즉 거래시점과 평가시점의 가격은 다르다."
용어,경쟁상품기준법,"경쟁상품기준법
자사의 부동산상품과 경쟁회사의 상품이 시장에서 판매되고 있을 때, 경쟁회사(競爭會社)의 판매 가격을 기준으로 하되, 상품 · 시장구조 기타 비 가격적 요인의 강약을 비교하여, 매가를 결정하는 방법이다. 판매가격(販賣價格)을 결정하는 방법은 원가기준법, 수요공급분석법, 경쟁상품 기준법이 있다."
용어,지시중개,"지시중개
부동산중개의 한 형태이며, 거래의 성립을 중개완성으로 보는 것이 아니라 거래를 원하는 상대에게 단순히 일정한 거래물건이 일정한 거래조건 하에 거래가능성을 내포하고 있다는 정보를 제공하거나 조언을 함으로써 중개완성이 이루어지는 것으로 보는 중개를 말한다.우리나라 부동산중개는 개입하는 정도가 이처럼 단순히 정보만 알려 주는 게 아니라 계약이 체결되도록 소개, 알선하는 참여중개의 성격이 있다. 참여중개는 계약이 성립되어야 보수를 받으며, 상대방의 교섭까지도 개업공인중개사가 의뢰받는다."
용어,부동산신탁의 역사,"부동산신탁의 역사
동양에서는 현재의 신탁과 유사한 제도가 당(唐) · 송(宋)시대에 기진(寄進)이라는 것으로 발달하여 명(明) · 청(淸)시대까지 계속되었고, 일본에서는 헤이안 왕조(平安朝) 중기에서 말기(10~12세기)에 걸쳐 근왕신탁제도(勤王信託)로 성행하였으며, 조선조 18대 현종(1660~1674)때에는 투탁(投託)이라 하여 지방 토지소유자들이 관료의 가렴주구(苛斂誅求) 위압을 피할 수 있는 제도가 있었다.서양에서는 13세기경 영국에서 교회를 위한 유스(USE)제도에서 발전된 것으로 여기고 있다. 당시 영국에서 사람이 죽으면, 그의 토지는 교회에 기증하는 관행이 있었는데, 영주들이 이를 막기 위해 토지의 기증을 금지하는 법률을 제정하였다. 토지소유자들이 그 대항수단으로 생각해낸 것이, 제3자인 수탁자에게 토지를 양도하고 그로부터 발생하는 수익을 교회(수익자)에 지급토록 하는 것이었다.이 구조를 ‘유스(USE)’라 불렀는데, 이것이 일반화되고 시대적 변천에 따라 근대적인 신탁제도로 발전되었고, 위탁자와 수탁자간에 신임관계에 기초를 둔 데에서 현재는 트러스트(Trust)라 부르고 있다."
용어,병합 · 분할평가,"병합 · 분할평가
토지는 원칙적으로 병합 또는 분할을 자유롭게 할 수 있다. 이 경우 병합 또는 분할을 전제하여 평가하는 것을 병합 또는 분할평가라 한다. 병합평가는 부동산의 병합을 전제로 병합 후의 부동산을 단독의 것으로 보고 하는 감정평가다. 분할감정평가의 반대다."
용어,구조조정리츠,"구조조정리츠
채무상환을 위한 기업구조조정용 부동산에 전문적으로 투자하는 실체가 없는 한시적 주식회사(명목회사, paper company)를 말한다. 자산의 투자 · 운용 및 일반적인 사무관리를 제3자(자산관리회사, 사무수탁회사)에 위탁하여 운용한다. 일정기간(5년 이내) 경과 뒤에는 REITs를 청산하여 투자자에게 자산을 배분하여야 한다.외환위기후 부동산투자회사법이 제정되면서 다행히 재정경제부발의로 기업구조조정 신탁형(일명CR리츠) 리츠를 허용함으로서 명목회사 형태로 간접투자시장의 기능을 할 수 있었다. 그래서 이 부동산투자회사는 자금조달이 어려운 기업이 보유하던 상업용 또는 업무용 부동산을 외국계 투자기관에게 매각하도록 도와 기업들이 외환위기를 극복하는 데 기여하였다.이 법은 당초 ‘자기관리형’(회사형, 상법상 주식회사)으로 설립하여 운용하도록 하였기 때문에, 신탁형이 아니어서 명목회사(Paper Company)가 아닌 실질회사 형태를 띠었기 때문에, 등기 등의 절차가 복잡하고, 여기에 이중과세(법인세 감면혜택을 받지 못해)로 관리비가 위탁수수료를 상회하기 힘들어 투자가를 유인할 수 있는 수익률창출이 어려워 제도 도입이 유명무실하다는 비판이 있었다."
용어,라이프 사이클,"라이프 사이클
가족구성의 변화 정도를 말한다. 가족의 변화과정은 주택의 수요, 인근시설의 이용이 어떻게 변화하여 갈 것인가를 판단하는 주요한 척도가 된다."
용어,공유수면금지행위,"공유수면금지행위
공유수면에서 금지되는 행위 규제를 말한다. 다음과 같은 것이 있다. ① 폐기물, 폐유, 폐수, 오수, 분뇨, 가축분뇨, 오염토양, 유독물, 동물의 사체, 그 밖에 오염물질을 버리거나 흘러가게 하는 행위,② 수문(水門) 또는 그 밖에 공유수면의 관리를 위한 시설물을 개폐(開閉)하거나 훼손하는 행위,③ 선박을 버리거나 방치하는 행위. 근거법은 공유수면 관리 및 매립에 관한 법률이다."
용어,건축물색채,"건축물색채
건축물의 색채는 주위와 조화시킴으로써 연속성 있는 가로경관을 조성하고 지역의 이미지와 특성을 부각시킬 수 있도록 지구단위계획으로 건축물 외벽의 색채방법을 정한 것을 말한다. 이것은 지구단위계획으로 주조색 및 강조색으로 구분하여 그 범위를 정할 수 있다. 관련근거는 지구단위계획수립지침이다."
용어,간이인도,"간이인도
양수인이 이미 물건을 점유하고 있을 때에는, 당사자 간에 소유권을 양도한다는 협의만으로도 양수인에게 소유권이 양도되어 물건을 인도한 것이 되는데 이를 간이인도라 한다."
용어,온수난방,"온수난방
보일러로 데운 온수(60~110˚C)를 방내에 설치한 파이프나 방열기를 이용해 순환시키는 방식이다. 순환도중 표면으로부터 방산되는 열을 이용하여 난방하며, 온풍난방과는 달리 열용량이 많은 물을 이용해서 열을 수송하는 방식이다.더운 물은 열을 오랫동안 유지하고 잉여 열이 많아서 보온성이 높고 넓은 면적에 고르고 안정되게 열을 공급할 수 있는 장점이 있다. 그러나 물을 데우는데 필요한 예열 시간이 길어 연료의 소비량이 많으며 물을 수송하는 배관파이프 및 방열관이 필요하므로 초기시설 투자비가 많이 드는 단점이 있다. 공동주택은 대부분 이 방식을 쓴다."
용어,강제징수,"강제징수
납세의무자가 부과 받은 세금을 납기일까지 내지 않으면 정부가 행정권의 강제력으로 납세의무자의 재산을 강제로 처분하여 받아가는 것을 말한다. 강제징수는 독촉 이후 체납처분 절차를 밟는다. 납세자가 독촉장을 받고 지정된 기한까지 세금과 가산금을 완납하지 않으면 정부는 납세의무자의 재산을 압류한다. 압류한 재산은 공매나 수의계약으로 매각하여 청산한다. 근거법은 국세징수법이다."
용어,중개업경영의 특성,"중개업경영의 특성
부동산중개업의 경영은 경영 관리의 빈곤, 소비자의 비고정성 · 비노출성, 고객 의사결정의 유동성, 부동산시장의 복잡성, 중개업무의 다양성, 인사관리의 비중이 큰 점, 기획과 통제의 곤란성, 순수익의 유동성이라는 특성이 있다."
용어,조닝,"조닝
우리나라의 용도지역지구제에 해당하는 서양말이다. 용도규제, 혹은 지역지구제라 부른다. 도시를 조례에 따라 몇 개의 지역(zone)으로 분할하고 그 경계를 나누는 것이며, 각 지역별로 상업, 공업, 주택 등 토지의 용도를 정하는 일이며, 건물의 위치, 면적, 높이, 형태, 용도 그리고 건폐율을 정하는 일이다."
용어,물적유사성,"물적유사성
부동산을 감정평가 할 때 감정평가사가 고려하는 내용의 하나로 평가하는 무동산과 비교하려는 부동산의 물리적 상태가 유사한 것을 이르는 말이다. 평가하려면 대상 부동산과 물적 동일성이 있는 거래사례를 선택하여야 가격형성요인을 비교하는데 용이한데, 이 때 물적 유사성이란 평가할 대상 부동산과 수집한 거래사례 부동산의 개별적 요인(구조, 물리적 상태, 기능적 상태, 설계, 설비, 구성재료, 연수, 용도, 규모 등)이 유형을 같이 하는 성질을 말한다.물적 유사성이 있어야 비교가 용이하기 때문이다."
